TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;DENOM_SOCIAL;DT_COMPTC;TP_APLIC;TP_ATIVO;EMISSOR_LIGADO;TP_NEGOC;QT_VENDA_NEGOC;VL_VENDA_NEGOC;QT_AQUIS_NEGOC;VL_AQUIS_NEGOC;QT_POS_FINAL;VL_MERC_POS_FINAL;VL_CUSTO_POS_FINAL;DT_CONFID_APLIC;CD_SWAP;DS_SWAP
CLASSES - FIF;42.120.343/0001-30;CAIXA MASTER CAPITAL PROTEGIDO CICLICO II FIF MULTIMERCADO LONGO PRAZO - RESP LIMITADA;2025-04-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;4979766.08;;;SDP;DI1 X PRE
CLASSES - FIF;50.712.542/0001-65;CAIXA MASTER CAPITAL PROTEGIDO BOLSA DE VALORES VI FIF MULTIMERCADO LONGO PRAZO - RESP LIMITADA;2025-04-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;3116687.24;;;SDP;DI1 X PRE
CLASSES - FIF;52.259.535/0001-85;GROELÂNDIA FUNDO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA CRÉDITO PRIVADO;2025-04-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;1026320.97;;;SDP;DI1 X PRE
CLASSES - FIF;54.274.648/0001-85;BNP PARIBAS CAPITAL PROTEGIDO MASTER OPORT LOCAL CLASSE DE INVEST MULT RESPONSABILIDADE LIMITADA;2025-04-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;1598550.67;;;SDP;DI1 X PRE
CLASSES - FIF;55.274.339/0001-78;RIO BRAVO PROTEÇÃO PORTFÓLIO FI FINANCEIRO MULTIMERCADO - RESPONSABILIDADE LIMITADA;2025-04-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;68360740.59;;;Outros;999 X 999
CLASSES - FIF;55.771.625/0001-49;RIO BRAVO PROTEÇÃO PORTFÓLIO II FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO - RESP LIMITADA;2025-04-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;18817050.46;;;Outros;999 X 999
CLASSES - FIF;56.283.391/0001-53;SANTANDER PB ROMA III MULTIMERCADO CRÉDITO PRIVADO - FUNDO DE INVESTIMENTO FINANCEIRO;2025-04-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;392782.71;;;SDP;DI1 X PRE
FI;02.668.201/0001-97;BNP PARIBAS EQD BRAZIL FUND CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2025-04-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;203741290.43;;;Outros;999 X 999
FI;02.668.201/0001-97;BNP PARIBAS EQD BRAZIL FUND CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2025-04-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;3433248.52;;;SDP;DI1 X PRE
FI;02.668.201/0001-97;BNP PARIBAS EQD BRAZIL FUND CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2025-04-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;299626212.31;;;Outros;999 X 999
FI;02.727.085/0001-30;MÁXIMA  FMP - FGTS  PETROBRAS;2025-04-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;0.00;;;SDP;DI1 X PRE
FI;02.885.730/0001-42;KONA FIF MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR RESPONSABILIDADE LIMITADA;2025-04-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;80969476.30;;;SDP;DI1 X PRE
FI;03.919.474/0001-20;BANESTES  FMP - FGTS  PETROBRAS;2025-04-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;0.00;;;SDP;DI1 X PRE
FI;04.894.428/0001-86;BANESTES FMP-FGTS VALE DO RIO DOCE;2025-04-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;0.00;;;SDP;DI1 X PRE
FI;05.754.066/0001-90;CLASSE ÚNICA DO ÁGATA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO LONGO PRAZO;2025-04-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;188009599.18;;;SEP;REU X PRE
FI;05.754.066/0001-90;CLASSE ÚNICA DO ÁGATA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO LONGO PRAZO;2025-04-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;115142835.47;;;SDE;DI1 X REU
FI;05.754.066/0001-90;CLASSE ÚNICA DO ÁGATA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO LONGO PRAZO;2025-04-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;37346982.68;;;SCE;DOL X REU
FI;05.754.066/0001-90;CLASSE ÚNICA DO ÁGATA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO LONGO PRAZO;2025-04-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;22085537.72;;;SCP;DOL X PRE
FI;05.754.066/0001-90;CLASSE ÚNICA DO ÁGATA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO LONGO PRAZO;2025-04-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;190054214.73;;;SDC;DI1 X DOL
FI;05.754.066/0001-90;CLASSE ÚNICA DO ÁGATA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO LONGO PRAZO;2025-04-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;76872922.56;;;SDL;DI1 X IAP
FI;05.754.066/0001-90;CLASSE ÚNICA DO ÁGATA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO LONGO PRAZO;2025-04-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;514734019.03;;;Outros;999 X 999
FI;05.754.066/0001-90;CLASSE ÚNICA DO ÁGATA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO LONGO PRAZO;2025-04-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;116472182.61;;;SEP;REU X PRE
FI;05.754.066/0001-90;CLASSE ÚNICA DO ÁGATA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO LONGO PRAZO;2025-04-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;129670899.01;;;SCP;DOL X PRE
FI;05.754.066/0001-90;CLASSE ÚNICA DO ÁGATA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO LONGO PRAZO;2025-04-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;106829125.54;;;SDC;DI1 X DOL
FI;05.754.066/0001-90;CLASSE ÚNICA DO ÁGATA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO LONGO PRAZO;2025-04-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;219420201.98;;;Outros;999 X 999
FI;07.110.975/0001-11;CLASSE ÚNICA DO OAK FUNDO DE  INVESTIMENTO FINANCEIRO MULTIMERCADO  CP INVESTIMENTO NO EXTERIOR;2025-04-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;120441813.01;;;Outros;999 X 999
FI;07.110.975/0001-11;CLASSE ÚNICA DO OAK FUNDO DE  INVESTIMENTO FINANCEIRO MULTIMERCADO  CP INVESTIMENTO NO EXTERIOR;2025-04-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;851033885.68;;;Outros;999 X 999
FI;07.110.975/0001-11;CLASSE ÚNICA DO OAK FUNDO DE  INVESTIMENTO FINANCEIRO MULTIMERCADO  CP INVESTIMENTO NO EXTERIOR;2025-04-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;384899.96;;;SDC;DI1 X DOL
FI;08.771.962/0001-56;OITI FIF MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR RESPONSABILIDADE LIMITADA;2025-04-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;115875622.81;;;SCP;DOL X PRE
FI;08.771.962/0001-56;OITI FIF MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR RESPONSABILIDADE LIMITADA;2025-04-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;4834294.62;;;SCE;DOL X REU
FI;08.771.962/0001-56;OITI FIF MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR RESPONSABILIDADE LIMITADA;2025-04-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;1378740208.27;;;SCE;DOL X REU
FI;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2025-04-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;507859960.21;;;SCP;DOL X PRE
FI;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2025-04-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;397082373.69;;;SDC;DI1 X DOL
FI;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2025-04-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;64679820.61;;;SDP;DI1 X PRE
FI;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2025-04-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;293933753.47;;;SDE;DI1 X REU
FI;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2025-04-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;446084872.80;;;SEP;REU X PRE
FI;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2025-04-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;457287384.15;;;Outros;999 X 999
FI;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2025-04-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;796773717.45;;;SCP;DOL X PRE
FI;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2025-04-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;634348280.26;;;SEP;REU X PRE
FI;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2025-04-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;79296921.98;;;SDP;DI1 X PRE
FI;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2025-04-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;398907352.84;;;SDC;DI1 X DOL
FI;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2025-04-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;56587048.35;;;SDE;DI1 X REU
FI;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2025-04-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;178884.11;;;SCE;DOL X REU
FI;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2025-04-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;992426.60;;;SLE;IAP X REU
FI;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2025-04-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;584021304.50;;;Outros;999 X 999
FI;09.228.836/0001-12;HORIZON CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2025-04-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;583076238.62;;;Outros;999 X 999
FI;09.228.836/0001-12;HORIZON CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2025-04-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;8631405.13;;;SDP;DI1 X PRE
FI;09.228.836/0001-12;HORIZON CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2025-04-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;1484564.14;;;SCP;DOL X PRE
FI;09.228.836/0001-12;HORIZON CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2025-04-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;28731705.95;;;SCP;DOL X PRE
FI;09.228.836/0001-12;HORIZON CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2025-04-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;5468648.64;;;Outros;999 X 999
FI;09.523.207/0001-15;BRADESCO TEJO FI FINANCEIRO - CI MULT - RESP LIMITADA;2025-04-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;343131.77;;;SDL;DI1 X IAP
FI;09.577.034/0001-18;CAIEIRAS FIF MULTIMERCADO INVESTIMENTO NO EXTERIOR CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA;2025-04-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;33605046.99;;;SDP;DI1 X PRE
FI;09.577.034/0001-18;CAIEIRAS FIF MULTIMERCADO INVESTIMENTO NO EXTERIOR CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA;2025-04-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;4907006.40;;;SDP;DI1 X PRE
FI;09.720.523/0001-87;BB PREV MULTI II FIF MULTIMERCADO CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA;2025-04-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;76436180.00;;;SDM;DI1 X IGM
FI;09.720.523/0001-87;BB PREV MULTI II FIF MULTIMERCADO CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA;2025-04-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;41546640.00;;;SFD;IPC X DI1
FI;11.769.285/0001-46;SPHERE CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2025-04-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;1639074258.73;;;SDP;DI1 X PRE
FI;11.769.285/0001-46;SPHERE CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2025-04-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;682651981.35;;;SDL;DI1 X IAP
FI;11.769.285/0001-46;SPHERE CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2025-04-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;602784606.97;;;SDC;DI1 X DOL
FI;11.769.285/0001-46;SPHERE CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2025-04-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;1088202010.39;;;SCP;DOL X PRE
FI;11.769.285/0001-46;SPHERE CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2025-04-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;58117453.22;;;SDE;DI1 X REU
FI;11.769.285/0001-46;SPHERE CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2025-04-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;167466693.12;;;Outros;999 X 999
FI;11.769.285/0001-46;SPHERE CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2025-04-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;496906767.79;;;Outros;999 X 999
FI;11.769.285/0001-46;SPHERE CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2025-04-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;336035234.39;;;SDC;DI1 X DOL
FI;11.769.285/0001-46;SPHERE CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2025-04-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;1384982618.79;;;SDP;DI1 X PRE
FI;11.769.285/0001-46;SPHERE CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2025-04-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;1034514380.88;;;SDL;DI1 X IAP
FI;11.769.285/0001-46;SPHERE CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2025-04-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;744845332.70;;;SCP;DOL X PRE
FI;15.037.582/0001-58;BB PREV PÚBLICO RF FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA RESPONSABILIDADE LIMITADA;2025-04-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;139748644.00;;;SDM;DI1 X IGM
FI;15.037.582/0001-58;BB PREV PÚBLICO RF FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA RESPONSABILIDADE LIMITADA;2025-04-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;66474457.00;;;SFD;IPC X DI1
FI;15.740.377/0001-54;SANTANDER DIAMANTINA MULTIMERCADO CRÉDITO PRIVADO - FIF;2025-04-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;3977369025.97;;;SDP;DI1 X PRE
FI;15.740.377/0001-54;SANTANDER DIAMANTINA MULTIMERCADO CRÉDITO PRIVADO - FIF;2025-04-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;12433.39;;;SDP;DI1 X PRE
FI;28.077.946/0001-75;PRATA FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2025-04-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;0.00;;;Outros;999 X 999
FI;29.045.966/0001-27;JIANG FIF - CI MULTIMERCADO CRÉDITO PRIVADO - RESP LIMITADA;2025-04-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;16514703.01;;;SDP;DI1 X PRE
FI;29.045.966/0001-27;JIANG FIF - CI MULTIMERCADO CRÉDITO PRIVADO - RESP LIMITADA;2025-04-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;49629532.15;;;Outros;999 X 999
FI;29.045.966/0001-27;JIANG FIF - CI MULTIMERCADO CRÉDITO PRIVADO - RESP LIMITADA;2025-04-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;69454641.18;;;Outros;999 X 999
FI;29.045.966/0001-27;JIANG FIF - CI MULTIMERCADO CRÉDITO PRIVADO - RESP LIMITADA;2025-04-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;3971240.66;;;SDP;DI1 X PRE
FI;30.102.276/0001-41;SANTANDER HERMES RENDA FIXA FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA - FIF;2025-04-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;236457215.33;;;SDL;DI1 X IAP
FI;30.102.276/0001-41;SANTANDER HERMES RENDA FIXA FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA - FIF;2025-04-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;7267062.97;;;SDP;DI1 X PRE
FI;30.102.276/0001-41;SANTANDER HERMES RENDA FIXA FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA - FIF;2025-04-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;222268447.67;;;SDL;DI1 X IAP
FI;33.701.422/0001-43;MIZUHO BRAZIL FUNDO DE  INVESTIMENTO MULTIMERCADO CRÉDITO  PRIVADO - INVESTIMENTO NO EXTERIOR;2025-04-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;259699647.01;;;Outros;999 X 999
FI;33.701.422/0001-43;MIZUHO BRAZIL FUNDO DE  INVESTIMENTO MULTIMERCADO CRÉDITO  PRIVADO - INVESTIMENTO NO EXTERIOR;2025-04-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;259699647.01;;;Outros;999 X 999
FI;33.913.576/0001-07;DB II CLASSE DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR CRÉDITO PRIVADO;2025-04-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;115198774.42;;;Outros;999 X 999
FI;33.913.576/0001-07;DB II CLASSE DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR CRÉDITO PRIVADO;2025-04-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;9241933.87;;;SCP;DOL X PRE
FI;33.913.576/0001-07;DB II CLASSE DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR CRÉDITO PRIVADO;2025-04-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;54973615.26;;;SDC;DI1 X DOL
FI;33.913.576/0001-07;DB II CLASSE DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR CRÉDITO PRIVADO;2025-04-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;9301007.23;;;SDP;DI1 X PRE
FI;33.913.576/0001-07;DB II CLASSE DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR CRÉDITO PRIVADO;2025-04-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;170519092.07;;;Outros;999 X 999
FI;33.913.576/0001-07;DB II CLASSE DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR CRÉDITO PRIVADO;2025-04-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;25059079.15;;;SCP;DOL X PRE
FI;33.913.576/0001-07;DB II CLASSE DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR CRÉDITO PRIVADO;2025-04-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;12221622.37;;;SDP;DI1 X PRE
FI;33.913.576/0001-07;DB II CLASSE DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR CRÉDITO PRIVADO;2025-04-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;13358674.26;;;SDC;DI1 X DOL
FI;35.690.218/0001-08;BB MULTIMERCADO OURO FUNDO DE INVESTIMENTO FINANCEIRO RESPONSABILIDADE LIMITADA;2025-04-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;266057.60;;;SCO;DOL X OZ1
